vars,mean,stdev,R2
Ch1_CPS,721660.4178763635,3063501.2956039496,0.5536162907665789
Ch2_Watts,0.057078602214461364,0.14450739736728552,0.9952794960818749
Ch3_Watts,0.07918563725080241,0.2177206529149725,0.9935119905258593
CCR_cm,22.555448433421112,2.255728118321541,0.8717953114303936
FCR_cm,10.635907384306886,3.6276679734440127,0.9602909255935037
Temp,18.12496373207993,0.315720292958303,0.40157442293887513
inv_period,-0.00010749370671541791,0.017683467988684375,0.8214970832026864
