1.009216785430908203e+00,1.018448352813720703e+00,0.000000000000000000e+00
9.904955625534057617e-01,9.975529313087463379e-01,0.000000000000000000e+00
9.623471498489379883e-01,9.672980308532714844e-01,0.000000000000000000e+00
9.339383840560913086e-01,9.402144551277160645e-01,0.000000000000000000e+00
8.545326590538024902e-01,8.586534857749938965e-01,0.000000000000000000e+00
7.786402106285095215e-01,7.828214168548583984e-01,0.000000000000000000e+00
7.029635310173034668e-01,7.060149312019348145e-01,0.000000000000000000e+00
6.008720397949218750e-01,6.033987402915954590e-01,0.000000000000000000e+00
4.865838289260864258e-01,4.903227984905242920e-01,0.000000000000000000e+00
4.216539859771728516e-01,4.281735420227050781e-01,0.000000000000000000e+00
3.938673734664916992e-01,4.006744027137756348e-01,0.000000000000000000e+00
3.688796460628509521e-01,3.760311007499694824e-01,0.000000000000000000e+00
3.518302738666534424e-01,3.589293360710144043e-01,0.000000000000000000e+00
3.366027176380157471e-01,3.445587158203125000e-01,0.000000000000000000e+00
3.225063979625701904e-01,3.296839594841003418e-01,0.000000000000000000e+00
3.240281343460083008e-01,3.325437605381011963e-01,0.000000000000000000e+00
3.161247372627258301e-01,3.232835233211517334e-01,0.000000000000000000e+00
3.210948407649993896e-01,3.271607160568237305e-01,0.000000000000000000e+00
3.168157637119293213e-01,3.217349648475646973e-01,0.000000000000000000e+00
3.183232843875885010e-01,3.241034150123596191e-01,0.000000000000000000e+00
3.169373571872711182e-01,3.220540285110473633e-01,0.000000000000000000e+00
3.154715299606323242e-01,3.204232454299926758e-01,0.000000000000000000e+00
3.177672922611236572e-01,3.226999044418334961e-01,0.000000000000000000e+00
3.204357922077178955e-01,3.250436782836914062e-01,0.000000000000000000e+00
3.164475262165069580e-01,3.231900036334991455e-01,0.000000000000000000e+00
3.173429965972900391e-01,3.224650919437408447e-01,0.000000000000000000e+00
3.163229227066040039e-01,3.231596648693084717e-01,0.000000000000000000e+00
3.196024000644683838e-01,3.230816721916198730e-01,0.000000000000000000e+00
3.242223858833312988e-01,3.278222978115081787e-01,0.000000000000000000e+00
3.216859698295593262e-01,3.283410966396331787e-01,0.000000000000000000e+00
3.248111307621002197e-01,3.315836489200592041e-01,0.000000000000000000e+00
3.368072509765625000e-01,3.428405821323394775e-01,0.000000000000000000e+00
3.346276283264160156e-01,3.396605253219604492e-01,0.000000000000000000e+00
3.462162613868713379e-01,3.499253094196319580e-01,0.000000000000000000e+00
3.808757066726684570e-01,3.849465250968933105e-01,0.000000000000000000e+00
3.555223643779754639e-01,3.593454360961914062e-01,0.000000000000000000e+00
3.344238996505737305e-01,3.408386111259460449e-01,0.000000000000000000e+00
3.506176173686981201e-01,3.557578623294830322e-01,0.000000000000000000e+00
3.445923030376434326e-01,3.477067947387695312e-01,0.000000000000000000e+00
3.547316193580627441e-01,3.604437708854675293e-01,0.000000000000000000e+00
