8.939747214317321777e-01,9.125484228134155273e-01,0.000000000000000000e+00
6.505859494209289551e-01,6.671984195709228516e-01,0.000000000000000000e+00
4.048843979835510254e-01,4.210323095321655273e-01,0.000000000000000000e+00
2.135191261768341064e-01,2.226319760084152222e-01,0.000000000000000000e+00
1.467779874801635742e-01,1.536793708801269531e-01,0.000000000000000000e+00
1.183819770812988281e-01,1.207415908575057983e-01,0.000000000000000000e+00
1.010847762227058411e-01,1.009282916784286499e-01,0.000000000000000000e+00
9.273638576269149780e-02,9.149792790412902832e-02,0.000000000000000000e+00
8.783482015132904053e-02,8.730138838291168213e-02,0.000000000000000000e+00
8.839274197816848755e-02,8.847812563180923462e-02,0.000000000000000000e+00
8.047524094581604004e-02,7.895907759666442871e-02,0.000000000000000000e+00
7.569783926010131836e-02,7.500244677066802979e-02,0.000000000000000000e+00
7.423058152198791504e-02,7.464796304702758789e-02,0.000000000000000000e+00
7.569798827171325684e-02,7.324558496475219727e-02,0.000000000000000000e+00
7.215784490108489990e-02,7.125050574541091919e-02,0.000000000000000000e+00
7.233082503080368042e-02,7.371340692043304443e-02,0.000000000000000000e+00
7.951224595308303833e-02,8.041226118803024292e-02,0.000000000000000000e+00
7.826549559831619263e-02,8.056312799453735352e-02,0.000000000000000000e+00
7.523953169584274292e-02,7.781450450420379639e-02,0.000000000000000000e+00
8.314853161573410034e-02,8.507777005434036255e-02,0.000000000000000000e+00
8.021628856658935547e-02,8.213427662849426270e-02,0.000000000000000000e+00
7.959587872028350830e-02,8.217942714691162109e-02,0.000000000000000000e+00
8.089625835418701172e-02,8.088701218366622925e-02,0.000000000000000000e+00
8.565188199281692505e-02,8.873351663351058960e-02,0.000000000000000000e+00
7.921224087476730347e-02,8.032193034887313843e-02,0.000000000000000000e+00
8.006271719932556152e-02,8.197783678770065308e-02,0.000000000000000000e+00
9.408254921436309814e-02,9.670465439558029175e-02,0.000000000000000000e+00
8.881902694702148438e-02,8.941973745822906494e-02,0.000000000000000000e+00
8.818598836660385132e-02,8.870292454957962036e-02,0.000000000000000000e+00
8.809949457645416260e-02,8.860125392675399780e-02,0.000000000000000000e+00
9.341270476579666138e-02,9.407242387533187866e-02,0.000000000000000000e+00
9.292869269847869873e-02,9.455621242523193359e-02,0.000000000000000000e+00
9.676961600780487061e-02,9.616313129663467407e-02,0.000000000000000000e+00
1.036382317543029785e-01,1.024050042033195496e-01,0.000000000000000000e+00
1.018895804882049561e-01,1.029231399297714233e-01,0.000000000000000000e+00
1.032321602106094360e-01,1.034013554453849792e-01,0.000000000000000000e+00
1.134057641029357910e-01,1.144633144140243530e-01,0.000000000000000000e+00
1.155302897095680237e-01,1.188422068953514099e-01,0.000000000000000000e+00
1.133655458688735962e-01,1.128157600760459900e-01,0.000000000000000000e+00
1.101718321442604065e-01,1.117756441235542297e-01,0.000000000000000000e+00
